Unnamed: 0,age,gender,year_in_school,major,monthly_income_idr,financial_aid_idr,tuition_idr,housing_idr,food_idr,transportation_idr,books_supplies_idr,entertainment_idr,personal_care_idr,technology_idr,health_wellness_idr,miscellaneous_idr,preferred_payment_method
772,19,Non-binary,Senior,Computer Science,8610000,1545000,89640000,9075000,5580000,1230000,4440000,585000,630000,4305000,2295000,1995000,Credit/Debit Card
773,19,Male,Sophomore,Biology,16725000,180000,56685000,7230000,4590000,2415000,4215000,2250000,1140000,3975000,2550000,2895000,Mobile Payment App
774,25,Male,Sophomore,Engineering,18855000,675000,54795000,12135000,5595000,2205000,3690000,1170000,540000,4125000,2370000,2955000,Credit/Debit Card
775,23,Male,Junior,Economics,16035000,1950000,81780000,7545000,3270000,1245000,1395000,1080000,975000,2550000,1335000,2160000,Cash
776,22,Non-binary,Junior,Biology,11355000,7065000,50430000,10785000,5385000,1035000,3795000,2175000,720000,2385000,945000,1185000,Credit/Debit Card
777,21,Non-binary,Sophomore,Psychology,11910000,2490000,54360000,13620000,5565000,1095000,3330000,1545000,615000,4245000,2280000,1635000,Cash
778,22,Male,Freshman,Computer Science,17085000,12675000,71145000,13395000,5340000,1890000,3825000,300000,975000,930000,2925000,375000,Credit/Debit Card
779,23,Non-binary,Sophomore,Engineering,8970000,1875000,87360000,6195000,4170000,1950000,1365000,1320000,900000,2280000,1230000,405000,Cash
780,21,Female,Freshman,Economics,7710000,6030000,69630000,7410000,5925000,1380000,840000,1560000,990000,1470000,1965000,2025000,Mobile Payment App
781,23,Male,Freshman,Psychology,22185000,6270000,52515000,14400000,5160000,1545000,3585000,945000,1425000,2190000,465000,2775000,Mobile Payment App
782,24,Non-binary,Junior,Biology,9495000,5415000,69510000,10275000,3780000,1920000,4020000,1605000,1110000,2085000,2850000,345000,Credit/Debit Card
783,25,Non-binary,Senior,Biology,21555000,2250000,71550000,14115000,4290000,1560000,4110000,1500000,315000,2985000,2040000,2820000,Credit/Debit Card
784,22,Male,Sophomore,Biology,17025000,4185000,72375000,11895000,5550000,1725000,1305000,1395000,540000,1530000,1665000,615000,Credit/Debit Card
785,21,Female,Junior,Engineering,21495000,165000,61875000,12480000,4695000,1845000,2805000,2010000,930000,915000,3000000,1530000,Cash
786,20,Female,Senior,Computer Science,12360000,1395000,52065000,8070000,3735000,1905000,3360000,1080000,1140000,1350000,2535000,2745000,Credit/Debit Card
787,24,Male,Junior,Psychology,14505000,4320000,69435000,14370000,4260000,1605000,3840000,1935000,1275000,2580000,690000,675000,Mobile Payment App
788,25,Male,Sophomore,Economics,16890000,10620000,57450000,6075000,5145000,2385000,3390000,1470000,360000,2955000,2430000,2400000,Mobile Payment App
789,21,Female,Sophomore,Psychology,13275000,7695000,82455000,12480000,2040000,990000,3615000,1845000,990000,3840000,2055000,795000,Credit/Debit Card
790,25,Non-binary,Sophomore,Psychology,7875000,14760000,68205000,10050000,5385000,2220000,2880000,570000,840000,2430000,465000,1290000,Credit/Debit Card
791,20,Male,Senior,Psychology,15135000,210000,64635000,10485000,3930000,1755000,2040000,360000,1005000,1695000,1395000,675000,Mobile Payment App
792,18,Non-binary,Senior,Psychology,22170000,690000,81750000,14355000,5400000,1155000,1680000,330000,750000,3975000,2745000,1380000,Mobile Payment App
793,19,Male,Sophomore,Computer Science,8205000,5475000,51975000,9675000,4740000,870000,2790000,1800000,810000,2940000,2025000,1785000,Mobile Payment App
794,22,Female,Freshman,Psychology,8235000,6150000,71940000,11235000,4560000,2505000,1230000,2130000,1500000,4065000,2535000,2295000,Credit/Debit Card
795,25,Female,Junior,Engineering,19890000,9165000,81765000,11010000,3075000,1365000,1095000,1425000,1065000,3255000,1890000,2100000,Mobile Payment App
796,21,Male,Junior,Psychology,11415000,135000,72540000,8910000,5625000,795000,3840000,825000,615000,750000,1890000,525000,Cash
797,25,Non-binary,Senior,Computer Science,20160000,7410000,88275000,12135000,3495000,2505000,2565000,1245000,900000,1410000,915000,2310000,Cash
798,22,Male,Junior,Biology,13425000,13275000,82335000,6840000,5145000,2355000,2655000,1845000,1125000,1155000,2340000,2085000,Credit/Debit Card
799,23,Non-binary,Junior,Economics,15540000,12165000,73665000,6555000,5970000,2010000,4485000,1035000,825000,2340000,525000,1845000,Mobile Payment App
800,22,Non-binary,Senior,Computer Science,9960000,8070000,45120000,6255000,3540000,1125000,2040000,1965000,900000,3645000,2340000,1740000,Credit/Debit Card
801,22,Non-binary,Senior,Computer Science,21045000,11835000,88290000,14430000,2445000,1935000,2235000,525000,1380000,3765000,2490000,1710000,Cash
802,23,Male,Senior,Engineering,16410000,5400000,69765000,9330000,3630000,1350000,1470000,1545000,1155000,2070000,1665000,2850000,Cash
803,24,Female,Sophomore,Computer Science,11835000,6195000,52230000,12525000,3090000,1920000,2295000,2055000,1155000,1725000,1005000,2025000,Mobile Payment App
804,25,Non-binary,Sophomore,Biology,8805000,11340000,75525000,11955000,4365000,2565000,4245000,1335000,390000,3570000,1110000,1785000,Cash
805,23,Male,Junior,Biology,7635000,5925000,55935000,9105000,4890000,2340000,3765000,2070000,675000,3060000,450000,885000,Mobile Payment App
806,19,Male,Junior,Computer Science,20730000,14025000,69750000,12795000,3045000,2700000,3450000,495000,825000,4455000,645000,1830000,Credit/Debit Card
807,25,Non-binary,Senior,Engineering,19515000,11355000,57165000,9960000,1815000,1725000,3585000,1890000,720000,1815000,2580000,1710000,Mobile Payment App
808,23,Non-binary,Senior,Engineering,11655000,795000,74025000,7575000,4020000,2715000,2910000,1185000,900000,1065000,810000,975000,Mobile Payment App
809,19,Male,Sophomore,Psychology,7575000,9690000,74025000,10320000,1935000,2145000,1680000,1950000,1335000,3135000,2955000,1215000,Cash
810,24,Female,Junior,Engineering,12990000,11940000,72975000,11340000,4110000,2715000,3900000,2115000,705000,3555000,1875000,1005000,Cash
811,19,Male,Freshman,Biology,19935000,1905000,49815000,12540000,4155000,1380000,1620000,405000,1005000,3765000,1305000,1305000,Mobile Payment App
812,20,Non-binary,Freshman,Economics,20580000,4455000,63405000,7575000,2130000,2160000,3960000,300000,960000,2925000,510000,1110000,Cash
813,24,Male,Junior,Economics,15060000,13245000,76260000,11595000,5025000,1770000,4455000,1245000,1320000,1500000,1995000,2385000,Credit/Debit Card
814,23,Non-binary,Freshman,Biology,21225000,2295000,67890000,13200000,1665000,2505000,2565000,1350000,1170000,3075000,1695000,1875000,Cash
815,20,Female,Junior,Psychology,9585000,195000,61455000,11700000,3390000,1800000,1290000,840000,345000,1125000,2205000,2145000,Mobile Payment App
816,19,Male,Sophomore,Economics,20955000,12810000,47790000,8280000,3870000,1845000,1905000,915000,315000,1905000,1065000,2790000,Credit/Debit Card
817,18,Female,Freshman,Economics,14025000,13770000,58515000,10860000,1920000,1830000,840000,585000,795000,2280000,1620000,2010000,Mobile Payment App
818,18,Non-binary,Senior,Computer Science,13230000,7860000,74745000,7530000,2940000,2295000,945000,1965000,1200000,4110000,2100000,1290000,Credit/Debit Card
819,20,Female,Freshman,Psychology,20970000,13680000,70635000,12960000,4005000,2715000,2475000,2235000,930000,960000,1380000,2910000,Mobile Payment App
820,24,Non-binary,Sophomore,Biology,21915000,6045000,54960000,7785000,2055000,1905000,4290000,1725000,435000,1260000,1815000,1905000,Cash
821,24,Male,Senior,Engineering,21450000,13920000,74520000,10230000,5040000,1335000,2025000,1140000,990000,4335000,1230000,1425000,Mobile Payment App
822,22,Non-binary,Junior,Biology,14295000,13875000,77025000,13860000,2220000,840000,915000,495000,1050000,2340000,1890000,495000,Credit/Debit Card
823,19,Male,Junior,Psychology,21840000,12045000,51465000,9540000,2040000,2655000,1965000,1680000,420000,3735000,1740000,1920000,Mobile Payment App
824,22,Female,Junior,Computer Science,13380000,8445000,82935000,6555000,3450000,1275000,855000,735000,405000,2265000,660000,2985000,Credit/Debit Card
825,20,Non-binary,Sophomore,Psychology,8085000,7410000,65235000,6750000,5970000,1605000,3225000,765000,780000,1335000,2865000,2370000,Mobile Payment App
826,25,Non-binary,Junior,Economics,15360000,11340000,67980000,11970000,4920000,1680000,2385000,1035000,360000,4125000,465000,1305000,Cash
827,22,Female,Senior,Biology,21075000,8160000,79140000,11730000,4215000,780000,1005000,1035000,1155000,4050000,2115000,2940000,Mobile Payment App
828,21,Male,Sophomore,Biology,10365000,10650000,54540000,7170000,5130000,870000,2040000,975000,1125000,4155000,2550000,2040000,Credit/Debit Card
829,19,Female,Junior,Biology,17355000,4995000,52635000,14805000,4215000,1155000,2550000,405000,1305000,2265000,1620000,1020000,Mobile Payment App
830,21,Non-binary,Junior,Computer Science,8325000,14700000,84855000,10605000,4530000,2925000,3105000,2115000,1365000,1890000,2700000,1005000,Credit/Debit Card
831,25,Non-binary,Senior,Biology,18675000,12045000,71145000,13485000,4275000,1485000,2895000,1590000,1140000,4050000,3000000,870000,Credit/Debit Card
832,25,Male,Senior,Biology,18405000,6120000,84105000,11385000,5475000,2055000,3705000,1455000,840000,2430000,2040000,2595000,Credit/Debit Card
833,18,Female,Freshman,Biology,12375000,6045000,78060000,6015000,4395000,1125000,4020000,360000,540000,1575000,2955000,1875000,Mobile Payment App
834,18,Female,Freshman,Economics,20385000,7020000,58500000,6015000,4245000,2850000,2745000,900000,1170000,2295000,960000,2925000,Credit/Debit Card
835,22,Male,Junior,Economics,8340000,4755000,66435000,12510000,2490000,1950000,2610000,1290000,690000,3330000,495000,2175000,Mobile Payment App
836,20,Non-binary,Sophomore,Biology,16650000,6000000,79875000,8790000,6000000,930000,1800000,810000,450000,4410000,1875000,2505000,Mobile Payment App
837,21,Non-binary,Sophomore,Engineering,7770000,8475000,74100000,11745000,2355000,1455000,1935000,1830000,300000,1065000,2625000,1725000,Mobile Payment App
838,19,Male,Senior,Engineering,13980000,9165000,65790000,12495000,2385000,1260000,2760000,945000,1200000,3345000,1095000,2685000,Mobile Payment App
839,22,Female,Senior,Computer Science,10245000,9765000,85065000,12990000,1515000,2325000,4110000,1965000,1215000,2745000,735000,315000,Mobile Payment App
840,24,Male,Sophomore,Economics,20955000,5625000,79875000,9555000,2085000,1245000,3255000,825000,720000,4395000,2925000,1065000,Cash
841,24,Non-binary,Freshman,Biology,18015000,6615000,63180000,12960000,2100000,1245000,1455000,1275000,1335000,1350000,1725000,2115000,Credit/Debit Card
842,22,Non-binary,Junior,Psychology,21030000,7785000,46860000,13290000,5715000,2895000,1800000,960000,1020000,2295000,2265000,1770000,Mobile Payment App
843,25,Male,Senior,Economics,12660000,270000,81780000,13650000,3300000,1065000,1635000,1125000,1365000,3660000,1575000,1845000,Credit/Debit Card
844,19,Female,Senior,Biology,20490000,2130000,88875000,9210000,4560000,2445000,3600000,1905000,1245000,1620000,2445000,2280000,Credit/Debit Card
845,19,Male,Senior,Biology,13845000,11010000,68640000,7785000,5745000,1650000,3825000,540000,465000,3375000,1890000,1845000,Credit/Debit Card
846,21,Non-binary,Freshman,Biology,8130000,13575000,51510000,14805000,4455000,2400000,2835000,2250000,390000,4290000,2775000,1290000,Cash
847,23,Female,Junior,Biology,16950000,735000,72495000,6225000,1500000,2400000,3930000,1470000,480000,1485000,1755000,2235000,Credit/Debit Card
848,23,Non-binary,Junior,Biology,12720000,6300000,69945000,14250000,2595000,2505000,1515000,1620000,435000,810000,2385000,1920000,Mobile Payment App
849,19,Female,Junior,Engineering,15330000,3405000,64575000,14730000,4440000,1095000,3780000,2235000,1185000,3090000,2280000,2430000,Cash
850,23,Non-binary,Junior,Economics,17835000,14700000,63450000,9105000,2850000,780000,3750000,2100000,945000,2850000,1875000,2790000,Credit/Debit Card
851,18,Female,Sophomore,Economics,11565000,675000,55785000,12315000,2835000,2595000,4425000,900000,570000,3870000,1605000,2805000,Mobile Payment App
852,25,Non-binary,Sophomore,Computer Science,19200000,7245000,86145000,10170000,3090000,810000,1230000,735000,1275000,3840000,2805000,435000,Credit/Debit Card
853,21,Male,Senior,Biology,13995000,14820000,66210000,10965000,4470000,1845000,4095000,330000,300000,2205000,615000,1920000,Cash
854,24,Female,Sophomore,Computer Science,18855000,11925000,88695000,7200000,1800000,1605000,4500000,510000,690000,3285000,2895000,2925000,Mobile Payment App
855,24,Female,Junior,Computer Science,19695000,12270000,50025000,12675000,5445000,2850000,3180000,1035000,555000,1545000,2790000,1185000,Cash
856,21,Male,Senior,Engineering,15510000,13905000,61260000,11370000,4950000,2685000,2040000,2235000,945000,3630000,2850000,540000,Mobile Payment App
857,19,Male,Sophomore,Psychology,10035000,2295000,82635000,11115000,5025000,1170000,2550000,1035000,1020000,4440000,1095000,2490000,Mobile Payment App
858,19,Non-binary,Senior,Computer Science,10920000,12210000,50700000,14550000,2745000,2670000,2085000,435000,945000,2895000,960000,2625000,Mobile Payment App
859,18,Male,Sophomore,Economics,8535000,7695000,81435000,10950000,5625000,1770000,2925000,1440000,405000,4200000,975000,2040000,Mobile Payment App
860,19,Male,Freshman,Engineering,14400000,2685000,78795000,10065000,2415000,1920000,4095000,600000,1335000,3495000,2445000,2580000,Cash
861,18,Male,Freshman,Computer Science,19320000,13185000,57435000,14730000,2865000,975000,1290000,1605000,1200000,1455000,2055000,2010000,Cash
862,22,Female,Freshman,Engineering,8340000,13560000,53220000,10335000,1575000,2175000,2475000,1995000,1065000,1650000,2745000,1470000,Cash
863,23,Male,Senior,Engineering,21195000,1200000,89640000,12540000,5790000,2910000,3990000,435000,1485000,3195000,1635000,2370000,Cash
864,25,Non-binary,Senior,Biology,14355000,1710000,74340000,13845000,4890000,2250000,2985000,735000,1320000,3690000,1770000,1170000,Cash
865,24,Non-binary,Freshman,Engineering,16260000,8730000,49575000,7800000,5295000,1335000,4185000,300000,1020000,2595000,2265000,1920000,Mobile Payment App
866,22,Male,Freshman,Psychology,19050000,8190000,66375000,8385000,4560000,2400000,1185000,1425000,1485000,2865000,1050000,2835000,Mobile Payment App
867,24,Female,Sophomore,Computer Science,12675000,7260000,83910000,11895000,1950000,765000,2295000,1155000,705000,1335000,2265000,945000,Mobile Payment App
868,21,Female,Freshman,Economics,21345000,4470000,67260000,6585000,4680000,2355000,1770000,840000,645000,3525000,2820000,1935000,Cash
869,19,Male,Sophomore,Engineering,10245000,9210000,70770000,9645000,1980000,2790000,1245000,465000,1020000,1275000,2715000,1440000,Cash
870,21,Non-binary,Freshman,Psychology,19635000,8415000,84585000,14595000,4545000,2955000,1755000,555000,960000,1515000,555000,2130000,Mobile Payment App
871,25,Male,Senior,Economics,13320000,3270000,66495000,12090000,2490000,1815000,1125000,2220000,1035000,1800000,1920000,1065000,Credit/Debit Card
872,24,Male,Sophomore,Psychology,22440000,7830000,70170000,9600000,3180000,2100000,3000000,330000,1035000,1470000,2430000,1050000,Credit/Debit Card
873,25,Male,Junior,Economics,14475000,6975000,68985000,11055000,4365000,1320000,1050000,1050000,510000,2550000,2925000,960000,Cash
874,20,Female,Junior,Biology,19935000,7995000,52635000,12390000,3510000,1965000,3930000,2130000,450000,2355000,2115000,600000,Cash
875,21,Female,Sophomore,Engineering,15315000,11835000,85215000,12660000,3525000,1485000,2505000,1725000,795000,1905000,1965000,2850000,Mobile Payment App
876,18,Male,Freshman,Biology,7515000,6330000,78855000,9180000,2235000,2130000,1080000,870000,540000,3450000,1095000,660000,Mobile Payment App
877,21,Female,Sophomore,Engineering,18345000,4530000,58950000,12015000,1920000,2355000,3630000,2025000,540000,3390000,2895000,780000,Mobile Payment App
878,19,Male,Senior,Psychology,22425000,15000000,87855000,14700000,3420000,1890000,1230000,585000,1080000,2160000,1170000,2850000,Cash
879,25,Male,Sophomore,Engineering,12930000,10110000,82095000,8625000,5070000,810000,3960000,585000,900000,3930000,2700000,2940000,Cash
880,25,Male,Senior,Economics,15555000,12660000,64800000,13410000,5895000,2640000,4200000,1095000,315000,3615000,660000,2940000,Credit/Debit Card
881,19,Male,Freshman,Engineering,7575000,4395000,87915000,12525000,5805000,2715000,3750000,1395000,1365000,1695000,1215000,2565000,Cash
882,24,Female,Senior,Psychology,17895000,5955000,63510000,11415000,1800000,1125000,1380000,1560000,420000,3240000,1515000,1740000,Credit/Debit Card
883,18,Non-binary,Sophomore,Psychology,21780000,10245000,49125000,8790000,4905000,975000,2640000,480000,600000,3075000,2400000,870000,Credit/Debit Card
884,24,Non-binary,Sophomore,Psychology,21330000,12900000,73695000,13380000,2235000,1725000,2385000,1995000,1350000,3405000,1380000,2205000,Cash
885,25,Male,Sophomore,Biology,10755000,2955000,84270000,10440000,5310000,1575000,1530000,390000,1425000,4500000,1650000,1170000,Cash
886,24,Female,Junior,Economics,19995000,8070000,77805000,7005000,3555000,2745000,2880000,1710000,1185000,3720000,1425000,615000,Credit/Debit Card
887,24,Female,Sophomore,Psychology,14670000,14610000,66300000,9630000,3615000,2190000,2745000,450000,1140000,1950000,1185000,315000,Cash
888,25,Male,Freshman,Biology,17115000,5430000,47955000,13890000,5955000,1815000,2250000,1830000,1035000,3870000,2595000,1800000,Mobile Payment App
889,22,Male,Sophomore,Biology,20985000,9165000,74925000,10170000,3300000,1395000,1260000,2160000,735000,3000000,2835000,1350000,Mobile Payment App
890,24,Male,Freshman,Psychology,18000000,5115000,68205000,11670000,4950000,765000,1935000,360000,1125000,3570000,2880000,2295000,Cash
891,21,Non-binary,Sophomore,Economics,15795000,960000,64575000,6660000,2130000,2085000,4200000,510000,840000,2640000,570000,2205000,Mobile Payment App
892,25,Non-binary,Junior,Biology,16770000,8760000,66345000,8880000,1890000,2235000,2010000,1110000,720000,1635000,1710000,1965000,Cash
893,21,Male,Junior,Biology,16410000,4815000,56370000,11115000,2055000,2580000,750000,2205000,1440000,2010000,2880000,840000,Mobile Payment App
894,21,Non-binary,Freshman,Psychology,18780000,3390000,63090000,7950000,3675000,1890000,1035000,2205000,780000,960000,2745000,360000,Credit/Debit Card
895,18,Male,Junior,Psychology,10290000,3780000,87720000,10800000,3570000,2865000,3975000,585000,870000,1560000,2130000,1230000,Mobile Payment App
896,18,Male,Junior,Economics,7695000,1845000,88635000,12105000,2520000,2415000,2715000,720000,390000,1860000,690000,870000,Cash
897,25,Male,Junior,Biology,17610000,1125000,73635000,11985000,2235000,2445000,2265000,2070000,450000,4470000,1725000,645000,Cash
898,24,Non-binary,Freshman,Psychology,18360000,3525000,69675000,13695000,3135000,1515000,1155000,1275000,1455000,1170000,1200000,1665000,Cash
899,23,Non-binary,Junior,Biology,14625000,3165000,59280000,11535000,1965000,2010000,4245000,975000,1365000,1905000,2265000,1185000,Credit/Debit Card
900,18,Male,Sophomore,Engineering,21525000,14250000,54390000,12630000,3315000,2085000,1305000,2040000,1020000,810000,1935000,810000,Mobile Payment App
901,22,Male,Senior,Engineering,13410000,405000,67440000,10770000,5595000,2160000,3810000,2085000,1230000,4290000,2010000,2970000,Credit/Debit Card
902,21,Non-binary,Junior,Economics,17520000,1215000,79380000,9555000,2625000,2940000,2895000,780000,1350000,3255000,720000,2670000,Cash
903,25,Male,Freshman,Computer Science,22230000,1380000,59805000,8100000,2910000,1875000,2895000,2145000,1170000,4020000,945000,2985000,Credit/Debit Card
904,19,Non-binary,Sophomore,Psychology,20775000,3735000,86175000,6780000,5985000,2550000,1065000,2175000,555000,3465000,1710000,2310000,Mobile Payment App
905,20,Male,Sophomore,Computer Science,22140000,12480000,86175000,12120000,3375000,1095000,3765000,330000,1425000,1845000,1170000,2670000,Mobile Payment App
906,22,Female,Senior,Economics,12180000,1515000,72600000,11655000,2925000,1305000,765000,1065000,720000,2430000,2820000,870000,Mobile Payment App
907,18,Male,Freshman,Psychology,17865000,9165000,50595000,10095000,4905000,930000,2460000,1995000,390000,3435000,1605000,2280000,Cash
908,20,Male,Senior,Economics,21600000,15000000,57345000,7875000,2025000,2130000,1965000,510000,405000,1350000,3000000,1830000,Cash
909,24,Female,Sophomore,Biology,21705000,3690000,60570000,6090000,3525000,1695000,1470000,1695000,750000,1065000,555000,495000,Credit/Debit Card
910,21,Female,Freshman,Computer Science,15450000,5355000,73245000,12090000,1500000,1485000,1305000,690000,570000,2325000,2535000,1365000,Mobile Payment App
911,23,Female,Senior,Engineering,15510000,3030000,80205000,8370000,5715000,1740000,4065000,1005000,660000,3420000,1860000,2760000,Credit/Debit Card
912,20,Female,Junior,Economics,21090000,150000,55110000,14505000,4545000,1410000,4290000,915000,915000,1815000,2715000,930000,Mobile Payment App
913,21,Non-binary,Senior,Biology,16290000,570000,51375000,9075000,5715000,795000,2565000,1935000,360000,2475000,2040000,1005000,Credit/Debit Card
914,25,Female,Sophomore,Psychology,20010000,4800000,71580000,11910000,3060000,1935000,2400000,2085000,555000,3420000,1590000,1005000,Mobile Payment App
915,25,Female,Senior,Engineering,7605000,7110000,74940000,11250000,2715000,1605000,2340000,1185000,405000,1830000,585000,1305000,Cash
916,21,Male,Senior,Engineering,22245000,13380000,60210000,6870000,6000000,1350000,3255000,2010000,750000,2130000,900000,630000,Mobile Payment App
917,20,Non-binary,Sophomore,Economics,13320000,3420000,48795000,8085000,3105000,2730000,3615000,1065000,615000,3810000,1875000,720000,Credit/Debit Card
918,23,Non-binary,Freshman,Economics,18060000,12225000,65250000,13065000,2490000,1800000,4125000,1305000,1155000,3555000,1275000,315000,Credit/Debit Card
919,23,Male,Junior,Economics,15705000,3105000,88380000,10005000,2415000,2955000,3825000,795000,1440000,2520000,1575000,2520000,Cash
920,21,Male,Freshman,Psychology,19185000,13500000,82170000,12225000,5040000,2040000,2310000,2175000,1215000,3540000,1620000,2790000,Credit/Debit Card
921,19,Female,Sophomore,Economics,9195000,8145000,89205000,9330000,4635000,1485000,2265000,1410000,540000,1245000,2985000,2115000,Mobile Payment App
922,18,Male,Senior,Computer Science,19200000,8250000,72645000,7500000,1680000,1485000,1785000,1005000,1050000,2115000,1455000,1635000,Credit/Debit Card
923,25,Male,Sophomore,Economics,10440000,14640000,78690000,7125000,3870000,2430000,1305000,1005000,1020000,3480000,1080000,1980000,Mobile Payment App
924,20,Female,Senior,Economics,17865000,4725000,67350000,7140000,4050000,2280000,2535000,1935000,1500000,1125000,2895000,2355000,Credit/Debit Card
925,24,Female,Freshman,Biology,19305000,3585000,49515000,7395000,3780000,1470000,3690000,540000,1050000,4230000,2010000,1710000,Mobile Payment App
926,23,Female,Junior,Engineering,20865000,5430000,63915000,10455000,4035000,1620000,1575000,2175000,645000,1500000,585000,2160000,Cash
927,23,Non-binary,Sophomore,Economics,20175000,4365000,72135000,10290000,2595000,1980000,3435000,1725000,600000,3105000,945000,855000,Credit/Debit Card
928,19,Non-binary,Junior,Computer Science,20160000,12375000,46590000,8445000,4995000,2130000,1935000,1665000,705000,1440000,1410000,2295000,Cash
929,23,Non-binary,Junior,Economics,11685000,10620000,57120000,13140000,5865000,1410000,4470000,510000,510000,2880000,1305000,1605000,Mobile Payment App
930,23,Female,Senior,Economics,16845000,7350000,82605000,13980000,5550000,2115000,3495000,1365000,915000,3870000,2085000,2805000,Mobile Payment App
931,22,Male,Senior,Economics,15570000,10290000,71490000,13935000,5490000,1995000,1050000,1395000,1350000,1110000,1770000,1590000,Credit/Debit Card
932,22,Female,Senior,Computer Science,8925000,14925000,59565000,8580000,1665000,1185000,4365000,360000,1065000,3660000,915000,2970000,Mobile Payment App
933,25,Non-binary,Freshman,Engineering,20175000,4425000,68775000,9315000,4275000,1515000,4050000,1725000,825000,3165000,825000,1605000,Cash
934,19,Non-binary,Junior,Computer Science,8010000,8190000,61530000,7800000,5565000,2940000,1590000,1125000,840000,3585000,675000,1830000,Cash
935,24,Non-binary,Senior,Computer Science,17640000,4890000,73350000,12555000,3675000,1395000,2010000,1170000,1215000,810000,1605000,600000,Cash
936,20,Non-binary,Sophomore,Biology,12540000,1575000,87105000,6285000,3645000,2235000,1335000,1080000,780000,1065000,1110000,2145000,Mobile Payment App
937,18,Female,Freshman,Biology,15705000,225000,65130000,9300000,5385000,2925000,3180000,945000,1410000,2895000,2115000,720000,Credit/Debit Card
938,24,Female,Sophomore,Engineering,12975000,13605000,77835000,14040000,2415000,1725000,4260000,915000,1500000,3510000,1935000,2445000,Mobile Payment App
939,18,Non-binary,Junior,Psychology,17220000,8475000,50295000,9195000,3270000,2385000,4065000,1380000,1005000,3525000,1830000,2790000,Credit/Debit Card
940,21,Female,Senior,Engineering,10440000,10725000,78570000,10650000,2925000,1995000,1470000,810000,990000,4410000,615000,2955000,Credit/Debit Card
941,19,Female,Freshman,Economics,11670000,11115000,84960000,8370000,5970000,2565000,2745000,1065000,780000,2220000,1245000,2070000,Credit/Debit Card
942,22,Non-binary,Senior,Psychology,17100000,8970000,84345000,9975000,4170000,2745000,3540000,1650000,330000,3570000,2910000,330000,Credit/Debit Card
943,22,Female,Sophomore,Computer Science,8355000,5265000,52650000,12855000,1680000,2370000,4035000,600000,1170000,4005000,465000,2190000,Cash
944,24,Male,Sophomore,Computer Science,14220000,11115000,88845000,14310000,3975000,2715000,1215000,885000,1065000,3240000,2355000,495000,Mobile Payment App
945,24,Female,Freshman,Engineering,18735000,8610000,67155000,9795000,1665000,2730000,1680000,1380000,1260000,3615000,1680000,2940000,Mobile Payment App
946,24,Non-binary,Sophomore,Economics,16380000,14820000,72285000,11520000,3600000,2370000,1635000,1665000,495000,3540000,2055000,870000,Credit/Debit Card
947,20,Female,Junior,Computer Science,10755000,14370000,85005000,6705000,4560000,2910000,1425000,1065000,735000,2895000,1410000,1545000,Mobile Payment App
948,19,Female,Sophomore,Computer Science,12855000,9225000,57765000,7305000,3825000,1425000,4305000,465000,690000,4485000,1395000,1110000,Cash
949,18,Non-binary,Senior,Biology,15315000,8715000,70350000,7530000,3330000,2415000,1470000,1200000,1095000,840000,2820000,1275000,Credit/Debit Card
950,22,Female,Sophomore,Psychology,15840000,10035000,80670000,8940000,4170000,2685000,3345000,705000,1305000,2025000,825000,765000,Mobile Payment App
951,25,Male,Freshman,Economics,11370000,5805000,74610000,8010000,1515000,1140000,930000,975000,405000,1800000,2400000,390000,Credit/Debit Card
952,21,Non-binary,Freshman,Economics,9795000,9585000,75675000,7440000,5040000,1260000,3540000,1725000,510000,3300000,2535000,1875000,Cash
953,21,Male,Sophomore,Computer Science,9645000,3270000,62070000,11895000,4065000,2730000,780000,825000,1485000,1185000,675000,1365000,Credit/Debit Card
954,25,Male,Freshman,Engineering,10020000,13395000,51690000,9795000,5205000,1320000,4140000,1095000,1425000,1095000,2280000,525000,Cash
955,25,Female,Sophomore,Psychology,9675000,1185000,57450000,14100000,3735000,945000,1035000,915000,600000,1110000,1140000,1125000,Mobile Payment App
956,20,Female,Senior,Psychology,15300000,7830000,58110000,6120000,2250000,2430000,2520000,1935000,1470000,3825000,2070000,2610000,Credit/Debit Card
957,20,Non-binary,Junior,Computer Science,16920000,6870000,79530000,9030000,4050000,975000,4485000,2145000,870000,3270000,2070000,2130000,Cash
958,22,Male,Senior,Economics,17790000,9750000,65805000,11970000,2085000,885000,2400000,1635000,315000,4125000,1785000,480000,Mobile Payment App
959,23,Female,Senior,Psychology,7920000,8595000,64290000,13335000,3135000,2040000,2235000,1575000,1200000,2265000,690000,1095000,Mobile Payment App
960,25,Male,Senior,Computer Science,11610000,11985000,65955000,9435000,2445000,1125000,2745000,585000,495000,810000,2040000,1875000,Cash
961,22,Male,Senior,Economics,18540000,3825000,59310000,9000000,4110000,1725000,1260000,825000,345000,4455000,465000,585000,Credit/Debit Card
962,24,Non-binary,Sophomore,Biology,14070000,9180000,56955000,13920000,2850000,975000,1185000,1665000,675000,2940000,1695000,2565000,Mobile Payment App
963,22,Non-binary,Senior,Computer Science,17535000,8820000,61650000,7620000,1560000,2385000,3630000,450000,1170000,1575000,2445000,2925000,Mobile Payment App
964,25,Male,Freshman,Computer Science,15915000,4995000,87390000,14235000,3750000,2070000,2370000,855000,300000,3975000,2895000,1545000,Mobile Payment App
